date,factom,nxt,bitcoin,isPartial
2015-12-11 11:00:00,0,11,39,False
2015-12-11 12:00:00,0,11,40,False
2015-12-11 13:00:00,0,13,36,False
2015-12-11 14:00:00,0,10,39,False
2015-12-11 15:00:00,0,13,39,False
2015-12-11 16:00:00,0,12,40,False
2015-12-11 17:00:00,0,12,43,False
2015-12-11 18:00:00,0,13,48,False
2015-12-11 19:00:00,0,15,48,False
2015-12-11 20:00:00,0,13,50,False
2015-12-11 21:00:00,0,15,54,False
2015-12-11 22:00:00,0,18,56,False
2015-12-11 23:00:00,0,16,60,False
2015-12-12 00:00:00,0,15,56,False
2015-12-12 00:00:00,0,26,96,False
2015-12-12 01:00:00,0,25,91,False
2015-12-12 02:00:00,0,25,91,False
2015-12-12 03:00:00,0,27,95,False
2015-12-12 04:00:00,0,24,100,False
2015-12-12 05:00:00,0,24,85,False
2015-12-12 06:00:00,0,18,79,False
2015-12-12 07:00:00,0,19,72,False
2015-12-12 08:00:00,0,20,61,False
2015-12-12 09:00:00,0,19,60,False
2015-12-12 10:00:00,0,18,60,False
2015-12-12 11:00:00,0,22,61,False
2015-12-12 12:00:00,0,23,60,False
2015-12-12 13:00:00,0,19,58,False
2015-12-12 14:00:00,0,20,61,False
2015-12-12 15:00:00,0,20,64,False
2015-12-12 16:00:00,0,23,63,False
2015-12-12 17:00:00,0,25,63,False
2015-12-12 18:00:00,0,24,65,False
2015-12-12 19:00:00,0,26,64,False
2015-12-12 20:00:00,0,24,72,False
2015-12-12 21:00:00,0,28,71,False
2015-12-12 22:00:00,0,29,70,False
2015-12-12 23:00:00,0,30,78,False
2015-12-13 00:00:00,0,29,78,False
2015-12-13 01:00:00,0,33,77,False
2015-12-13 02:00:00,0,28,73,False
2015-12-13 03:00:00,0,27,70,False
2015-12-13 04:00:00,0,24,72,False
2015-12-13 05:00:00,0,24,67,False
2015-12-13 06:00:00,0,22,61,False
2015-12-13 07:00:00,0,21,57,False
