date,FCT,NXT,BTN,isPartial
2015-09-07 05:00:00,5,34,57,False
2015-09-07 06:00:00,9,32,61,False
2015-09-07 07:00:00,12,31,50,False
2015-09-07 08:00:00,16,29,43,False
2015-09-07 09:00:00,18,29,41,False
2015-09-07 10:00:00,16,28,38,False
2015-09-07 11:00:00,16,25,39,False
2015-09-07 12:00:00,12,30,30,False
2015-09-07 13:00:00,14,29,29,False
2015-09-07 14:00:00,14,31,27,False
2015-09-07 15:00:00,12,33,25,False
2015-09-07 16:00:00,10,33,24,False
2015-09-07 17:00:00,10,34,53,False
2015-09-07 18:00:00,9,32,29,False
2015-09-07 19:00:00,8,31,21,False
2015-09-07 20:00:00,9,33,22,False
2015-09-07 21:00:00,11,40,21,False
2015-09-07 22:00:00,9,35,33,False
2015-09-07 23:00:00,7,36,59,False
2015-09-08 00:00:00,6,59,68,False
2015-09-08 01:00:00,4,61,57,False
2015-09-08 02:00:00,5,53,81,False
2015-09-08 03:00:00,3,43,72,False
2015-09-08 04:00:00,5,46,100,False
2015-09-08 05:00:00,6,41,66,False
2015-09-08 06:00:00,7,32,59,False
2015-09-08 07:00:00,11,32,52,False
2015-09-08 08:00:00,15,30,51,False
2015-09-08 09:00:00,17,31,38,False
2015-09-08 10:00:00,16,27,41,False
2015-09-08 11:00:00,15,29,41,False
2015-09-08 12:00:00,11,30,34,False
2015-09-08 13:00:00,13,26,27,False
2015-09-08 14:00:00,12,30,27,False
2015-09-08 15:00:00,11,33,25,False
2015-09-08 16:00:00,9,30,27,False
2015-09-08 17:00:00,10,32,49,False
2015-09-08 18:00:00,10,32,26,False
2015-09-08 19:00:00,9,33,21,False
2015-09-08 20:00:00,9,33,22,False
2015-09-08 21:00:00,12,36,22,False
2015-09-08 22:00:00,10,40,28,False
2015-09-08 23:00:00,8,44,69,False
2015-09-09 00:00:00,7,39,66,False
2015-09-09 01:00:00,5,41,60,False
2015-09-09 02:00:00,4,43,81,False
2015-09-09 03:00:00,5,45,70,False
2015-09-09 04:00:00,5,39,93,False
2015-09-09 05:00:00,6,37,58,False
2015-09-09 06:00:00,9,34,61,False
2015-09-09 07:00:00,13,32,49,False
2015-09-09 08:00:00,14,30,47,False
2015-09-09 09:00:00,19,27,45,False
2015-09-09 10:00:00,17,29,39,False
2015-09-09 11:00:00,14,28,38,False
2015-09-09 12:00:00,12,28,31,False
2015-09-09 13:00:00,11,30,30,False
2015-09-09 14:00:00,13,31,25,False
2015-09-09 15:00:00,12,35,23,False
2015-09-09 16:00:00,11,34,25,False
2015-09-09 17:00:00,10,35,54,False
2015-09-09 18:00:00,9,35,28,False
2015-09-09 19:00:00,9,39,23,False
2015-09-09 20:00:00,11,41,20,False
2015-09-09 21:00:00,11,41,19,False
2015-09-09 22:00:00,7,48,33,False
2015-09-09 23:00:00,8,50,61,False
2015-09-10 00:00:00,5,80,70,False
2015-09-10 00:00:00,1,25,22,False
2015-09-10 01:00:00,2,20,20,False
2015-09-10 02:00:00,1,21,25,False
2015-09-10 03:00:00,1,19,23,False
2015-09-10 04:00:00,2,20,30,False
2015-09-10 05:00:00,2,15,19,False
2015-09-10 06:00:00,2,14,19,False
2015-09-10 07:00:00,4,12,14,False
2015-09-10 08:00:00,4,12,14,False
2015-09-10 09:00:00,6,11,13,False
2015-09-10 10:00:00,5,12,12,False
2015-09-10 11:00:00,4,12,13,False
2015-09-10 12:00:00,3,11,9,False
2015-09-10 13:00:00,4,11,9,False
2015-09-10 14:00:00,4,11,8,False
2015-09-10 15:00:00,4,11,8,False
2015-09-10 16:00:00,3,13,8,False
2015-09-10 17:00:00,3,12,15,False
2015-09-10 18:00:00,3,12,9,False
2015-09-10 19:00:00,3,11,8,False
2015-09-10 20:00:00,3,13,7,False
2015-09-10 21:00:00,4,13,7,False
2015-09-10 22:00:00,3,15,10,False
2015-09-10 23:00:00,2,19,21,False
2015-09-11 00:00:00,2,22,21,False
2015-09-11 01:00:00,2,21,20,False
2015-09-11 02:00:00,1,19,29,False
2015-09-11 03:00:00,1,16,21,False
2015-09-11 04:00:00,1,17,30,False
2015-09-11 05:00:00,2,14,17,False
2015-09-11 06:00:00,3,13,18,False
2015-09-11 07:00:00,4,12,14,False
2015-09-11 08:00:00,5,12,12,False
2015-09-11 09:00:00,7,10,13,False
2015-09-11 10:00:00,6,10,12,False
2015-09-11 11:00:00,5,11,13,False
2015-09-11 12:00:00,4,11,9,False
2015-09-11 13:00:00,4,11,8,False
2015-09-11 14:00:00,4,11,8,False
2015-09-11 15:00:00,3,12,7,False
2015-09-11 16:00:00,3,12,9,False
2015-09-11 17:00:00,3,12,21,False
2015-09-11 18:00:00,3,12,16,False
2015-09-11 19:00:00,3,11,10,False
2015-09-11 20:00:00,3,12,8,False
2015-09-11 21:00:00,3,12,7,False
2015-09-11 22:00:00,3,12,10,False
2015-09-11 23:00:00,2,13,13,False
2015-09-12 00:00:00,2,13,13,False
2015-09-12 01:00:00,2,13,12,False
2015-09-12 02:00:00,1,14,13,False
2015-09-12 03:00:00,1,13,14,False
2015-09-12 04:00:00,1,14,13,False
2015-09-12 05:00:00,2,11,13,False
2015-09-12 06:00:00,2,11,11,False
2015-09-12 07:00:00,2,11,11,False
2015-09-12 08:00:00,2,10,10,False
2015-09-12 09:00:00,2,12,10,False
2015-09-12 10:00:00,3,12,10,False
2015-09-12 11:00:00,3,10,11,False
2015-09-12 12:00:00,2,10,12,False
2015-09-12 13:00:00,2,10,14,False
2015-09-12 14:00:00,2,11,16,False
2015-09-12 15:00:00,3,11,19,False
2015-09-12 16:00:00,2,11,26,False
2015-09-12 17:00:00,2,12,24,False
2015-09-12 18:00:00,3,10,32,False
2015-09-12 19:00:00,3,11,100,False
2015-09-12 20:00:00,2,11,57,False
2015-09-12 21:00:00,2,10,38,False
2015-09-12 22:00:00,3,11,36,False
2015-09-12 23:00:00,2,11,45,False
2015-09-13 00:00:00,2,11,51,False
2015-09-13 00:00:00,3,22,100,False
2015-09-13 01:00:00,2,24,53,False
2015-09-13 02:00:00,2,26,45,False
2015-09-13 03:00:00,2,26,34,False
2015-09-13 04:00:00,1,24,26,False
2015-09-13 05:00:00,3,24,22,False
2015-09-13 06:00:00,2,21,20,False
2015-09-13 07:00:00,2,21,20,False
2015-09-13 08:00:00,3,18,19,False
2015-09-13 09:00:00,4,18,20,False
2015-09-13 10:00:00,6,17,19,False
2015-09-13 11:00:00,6,19,20,False
2015-09-13 12:00:00,5,18,17,False
2015-09-13 13:00:00,4,18,20,False
2015-09-13 14:00:00,4,20,18,False
2015-09-13 15:00:00,4,18,16,False
2015-09-13 16:00:00,6,18,14,False
2015-09-13 17:00:00,5,20,13,False
2015-09-13 18:00:00,5,17,12,False
2015-09-13 19:00:00,6,18,10,False
2015-09-13 20:00:00,6,18,11,False
2015-09-13 21:00:00,6,20,12,False
2015-09-13 22:00:00,6,20,16,False
2015-09-13 23:00:00,5,18,26,False
2015-09-14 00:00:00,4,23,36,False
2015-09-14 01:00:00,3,23,34,False
2015-09-14 02:00:00,4,22,43,False
2015-09-14 03:00:00,3,23,42,False
2015-09-14 04:00:00,3,20,52,False
2015-09-14 05:00:00,4,19,32,False
2015-09-14 06:00:00,6,17,31,False
2015-09-14 07:00:00,8,17,30,False
2015-09-14 08:00:00,11,17,26,False
2015-09-14 09:00:00,13,14,25,False
2015-09-14 10:00:00,12,16,21,False
2015-09-14 11:00:00,10,16,28,False
2015-09-14 12:00:00,7,16,21,False
2015-09-14 13:00:00,10,16,17,False
2015-09-14 14:00:00,10,17,16,False
2015-09-14 15:00:00,9,18,16,False
2015-09-14 16:00:00,8,18,20,False
2015-09-14 17:00:00,8,19,40,False
2015-09-14 18:00:00,8,17,19,False
2015-09-14 19:00:00,8,18,15,False
2015-09-14 20:00:00,7,20,15,False
2015-09-14 21:00:00,8,19,13,False
2015-09-14 22:00:00,7,19,19,False
2015-09-14 23:00:00,6,21,35,False
2015-09-15 00:00:00,4,29,39,False
2015-09-15 01:00:00,4,31,38,False
2015-09-15 02:00:00,4,27,45,False
2015-09-15 03:00:00,1,22,44,False
2015-09-15 04:00:00,3,23,58,False
2015-09-15 05:00:00,4,22,35,False
2015-09-15 06:00:00,5,19,36,False
2015-09-15 07:00:00,8,18,31,False
2015-09-15 08:00:00,12,15,28,False
2015-09-15 09:00:00,12,15,26,False
2015-09-15 10:00:00,13,15,25,False
2015-09-15 11:00:00,10,16,28,False
2015-09-15 12:00:00,9,17,19,False
2015-09-15 13:00:00,9,19,19,False
2015-09-15 14:00:00,10,18,17,False
2015-09-15 15:00:00,8,20,16,False
2015-09-15 16:00:00,7,19,18,False
2015-09-15 17:00:00,6,20,36,False
2015-09-15 18:00:00,5,19,38,False
2015-09-15 19:00:00,7,17,24,False
2015-09-15 20:00:00,6,20,17,False
2015-09-15 21:00:00,7,21,16,False
2015-09-15 22:00:00,6,22,18,False
2015-09-15 23:00:00,5,25,35,False
2015-09-16 00:00:00,3,22,36,False
2015-09-16 00:00:00,6,40,66,False
2015-09-16 01:00:00,5,44,64,False
2015-09-16 02:00:00,5,45,89,False
2015-09-16 03:00:00,4,46,78,False
2015-09-16 04:00:00,6,39,100,False
2015-09-16 05:00:00,7,38,63,False
2015-09-16 06:00:00,10,35,61,False
2015-09-16 07:00:00,13,31,53,False
2015-09-16 08:00:00,20,29,47,False
2015-09-16 09:00:00,23,27,43,False
2015-09-16 10:00:00,20,32,44,False
2015-09-16 11:00:00,16,33,46,False
2015-09-16 12:00:00,14,31,35,False
2015-09-16 13:00:00,13,33,33,False
2015-09-16 14:00:00,15,35,31,False
2015-09-16 15:00:00,12,35,26,False
2015-09-16 16:00:00,11,39,27,False
2015-09-16 17:00:00,13,38,54,False
2015-09-16 18:00:00,11,35,30,False
2015-09-16 19:00:00,10,38,24,False
2015-09-16 20:00:00,10,36,25,False
2015-09-16 21:00:00,12,45,21,False
2015-09-16 22:00:00,10,39,31,False
2015-09-16 23:00:00,10,49,58,False
2015-09-17 00:00:00,6,78,69,False
2015-09-17 01:00:00,6,72,66,False
2015-09-17 02:00:00,5,66,76,False
2015-09-17 03:00:00,6,72,77,False
2015-09-17 04:00:00,5,66,86,False
2015-09-17 05:00:00,6,58,71,False
2015-09-17 06:00:00,12,49,60,False
2015-09-17 07:00:00,14,40,51,False
2015-09-17 08:00:00,24,38,44,False
2015-09-17 09:00:00,21,40,39,False
2015-09-17 10:00:00,21,36,40,False
2015-09-17 11:00:00,18,38,44,False
2015-09-17 12:00:00,13,46,35,False
2015-09-17 13:00:00,14,43,33,False
2015-09-17 14:00:00,15,40,28,False
2015-09-17 15:00:00,12,43,28,False
2015-09-17 16:00:00,13,44,27,False
2015-09-17 17:00:00,12,46,50,False
2015-09-17 18:00:00,12,42,26,False
2015-09-17 19:00:00,10,47,24,False
2015-09-17 20:00:00,13,44,21,False
2015-09-17 21:00:00,9,47,23,False
2015-09-17 22:00:00,10,52,31,False
2015-09-17 23:00:00,11,47,53,False
2015-09-18 00:00:00,8,56,56,False
2015-09-18 01:00:00,5,59,62,False
2015-09-18 02:00:00,8,45,73,False
2015-09-18 03:00:00,4,50,72,False
2015-09-18 04:00:00,6,48,67,False
2015-09-18 05:00:00,7,39,50,False
2015-09-18 06:00:00,11,37,54,False
2015-09-18 07:00:00,15,33,48,False
2015-09-18 08:00:00,16,32,49,False
2015-09-18 09:00:00,20,30,39,False
2015-09-18 10:00:00,18,34,38,False
2015-09-18 11:00:00,13,31,44,False
2015-09-18 12:00:00,13,35,34,False
2015-09-18 13:00:00,12,36,30,False
2015-09-18 14:00:00,13,37,28,False
2015-09-18 15:00:00,13,39,27,False
2015-09-18 16:00:00,11,41,27,False
2015-09-18 17:00:00,10,39,44,False
2015-09-18 18:00:00,8,40,24,False
2015-09-18 19:00:00,8,38,24,False
2015-09-18 20:00:00,8,43,23,False
2015-09-18 21:00:00,9,45,20,False
2015-09-18 22:00:00,8,41,26,False
2015-09-18 23:00:00,6,50,31,False
2015-09-19 00:00:00,5,46,37,False
2015-09-19 00:00:00,1,13,10,False
2015-09-19 01:00:00,1,14,11,False
2015-09-19 02:00:00,1,14,11,False
2015-09-19 03:00:00,1,13,12,False
2015-09-19 04:00:00,1,13,9,False
2015-09-19 05:00:00,1,12,11,False
2015-09-19 06:00:00,2,11,11,False
2015-09-19 07:00:00,2,10,10,False
2015-09-19 08:00:00,2,11,9,False
2015-09-19 09:00:00,2,10,10,False
2015-09-19 10:00:00,2,11,10,False
2015-09-19 11:00:00,2,11,10,False
2015-09-19 12:00:00,2,11,12,False
2015-09-19 13:00:00,2,10,14,False
2015-09-19 14:00:00,2,11,15,False
2015-09-19 15:00:00,2,10,27,False
2015-09-19 16:00:00,2,11,38,False
2015-09-19 17:00:00,2,12,22,False
2015-09-19 18:00:00,2,12,22,False
2015-09-19 19:00:00,2,11,22,False
2015-09-19 20:00:00,2,12,18,False
2015-09-19 21:00:00,2,11,17,False
2015-09-19 22:00:00,2,13,21,False
2015-09-19 23:00:00,1,12,51,False
2015-09-20 00:00:00,1,13,100,False
2015-09-20 01:00:00,1,14,37,False
2015-09-20 02:00:00,1,13,26,False
2015-09-20 03:00:00,1,13,19,False
2015-09-20 04:00:00,1,14,12,False
2015-09-20 05:00:00,1,13,12,False
2015-09-20 06:00:00,2,12,10,False
2015-09-20 07:00:00,2,11,9,False
2015-09-20 08:00:00,2,10,10,False
2015-09-20 09:00:00,2,9,10,False
2015-09-20 10:00:00,2,10,9,False
2015-09-20 11:00:00,3,9,8,False
2015-09-20 12:00:00,2,10,10,False
2015-09-20 13:00:00,2,11,9,False
2015-09-20 14:00:00,2,12,9,False
2015-09-20 15:00:00,2,12,9,False
2015-09-20 16:00:00,2,11,7,False
2015-09-20 17:00:00,2,11,6,False
2015-09-20 18:00:00,2,10,6,False
2015-09-20 19:00:00,2,10,5,False
2015-09-20 20:00:00,3,10,5,False
2015-09-20 21:00:00,3,12,6,False
2015-09-20 22:00:00,3,13,6,False
2015-09-20 23:00:00,2,16,7,False
2015-09-21 00:00:00,2,16,9,False
2015-09-21 01:00:00,1,19,13,False
2015-09-21 02:00:00,1,15,15,False
2015-09-21 03:00:00,1,14,17,False
2015-09-21 04:00:00,1,12,16,False
2015-09-21 05:00:00,2,10,15,False
2015-09-21 06:00:00,3,9,14,False
2015-09-21 07:00:00,4,8,13,False
2015-09-21 08:00:00,5,9,11,False
2015-09-21 09:00:00,6,7,12,False
2015-09-21 10:00:00,6,9,10,False
2015-09-21 11:00:00,5,8,11,False
2015-09-21 12:00:00,3,8,9,False
2015-09-21 13:00:00,4,9,8,False
2015-09-21 14:00:00,4,9,8,False
2015-09-21 15:00:00,3,9,7,False
2015-09-21 16:00:00,4,10,7,False
2015-09-21 17:00:00,4,10,12,False
2015-09-21 18:00:00,4,8,7,False
2015-09-21 19:00:00,3,9,6,False
2015-09-21 20:00:00,3,10,6,False
2015-09-21 21:00:00,3,10,5,False
2015-09-21 22:00:00,3,11,6,False
2015-09-21 23:00:00,2,10,8,False
2015-09-22 00:00:00,2,14,10,False
2015-09-22 00:00:00,6,57,42,False
2015-09-22 01:00:00,6,94,42,False
2015-09-22 02:00:00,7,57,61,False
2015-09-22 03:00:00,5,49,60,False
2015-09-22 04:00:00,6,48,73,False
2015-09-22 05:00:00,7,41,64,False
2015-09-22 06:00:00,9,36,57,False
2015-09-22 07:00:00,15,38,55,False
2015-09-22 08:00:00,20,33,45,False
2015-09-22 09:00:00,24,31,44,False
2015-09-22 10:00:00,20,32,43,False
2015-09-22 11:00:00,18,38,41,False
2015-09-22 12:00:00,14,37,36,False
2015-09-22 13:00:00,17,38,33,False
2015-09-22 14:00:00,18,39,31,False
2015-09-22 15:00:00,15,39,28,False
2015-09-22 16:00:00,15,42,27,False
2015-09-22 17:00:00,16,42,46,False
2015-09-22 18:00:00,14,42,53,False
2015-09-22 19:00:00,14,36,38,False
2015-09-22 20:00:00,15,39,31,False
2015-09-22 21:00:00,13,43,31,False
2015-09-22 22:00:00,11,48,29,False
2015-09-22 23:00:00,9,57,29,False
2015-09-23 00:00:00,4,45,34,False
2015-09-23 01:00:00,5,56,37,False
2015-09-23 02:00:00,6,48,52,False
2015-09-23 03:00:00,4,44,62,False
2015-09-23 04:00:00,4,44,69,False
2015-09-23 05:00:00,5,45,62,False
2015-09-23 06:00:00,10,40,57,False
2015-09-23 07:00:00,13,40,57,False
2015-09-23 08:00:00,21,35,47,False
2015-09-23 09:00:00,25,36,46,False
2015-09-23 10:00:00,20,36,41,False
2015-09-23 11:00:00,17,39,38,False
2015-09-23 12:00:00,15,37,33,False
2015-09-23 13:00:00,16,40,31,False
2015-09-23 14:00:00,17,40,28,False
2015-09-23 15:00:00,17,45,28,False
2015-09-23 16:00:00,15,43,32,False
2015-09-23 17:00:00,13,41,55,False
2015-09-23 18:00:00,12,45,31,False
2015-09-23 19:00:00,12,46,23,False
2015-09-23 20:00:00,11,40,26,False
2015-09-23 21:00:00,12,49,23,False
2015-09-23 22:00:00,12,55,24,False
2015-09-23 23:00:00,11,61,37,False
2015-09-24 00:00:00,7,100,40,False
2015-09-24 01:00:00,5,89,36,False
2015-09-24 02:00:00,5,78,35,False
2015-09-24 03:00:00,6,93,40,False
2015-09-24 04:00:00,5,82,44,False
2015-09-24 05:00:00,6,67,42,False
2015-09-24 06:00:00,9,68,37,False
2015-09-24 07:00:00,17,58,40,False
2015-09-24 08:00:00,21,47,38,False
2015-09-24 09:00:00,23,49,35,False
2015-09-24 10:00:00,23,49,38,False
2015-09-24 11:00:00,18,50,45,False
2015-09-24 12:00:00,14,48,32,False
2015-09-24 13:00:00,17,51,35,False
2015-09-24 14:00:00,15,52,31,False
2015-09-24 15:00:00,15,57,26,False
2015-09-24 16:00:00,13,51,25,False
2015-09-24 17:00:00,13,55,61,False
2015-09-24 18:00:00,12,51,31,False
2015-09-24 19:00:00,13,53,27,False
2015-09-24 20:00:00,12,56,29,False
2015-09-24 21:00:00,12,56,22,False
2015-09-24 22:00:00,10,60,26,False
2015-09-24 23:00:00,7,56,28,False
2015-09-25 00:00:00,6,62,37,False
2015-09-25 00:00:00,4,41,24,False
2015-09-25 01:00:00,3,36,30,False
2015-09-25 02:00:00,3,36,35,False
2015-09-25 03:00:00,4,36,39,False
2015-09-25 04:00:00,4,32,40,False
2015-09-25 05:00:00,5,30,35,False
2015-09-25 06:00:00,11,30,38,False
2015-09-25 07:00:00,10,26,33,False
2015-09-25 08:00:00,11,26,31,False
2015-09-25 09:00:00,14,26,27,False
2015-09-25 10:00:00,15,24,28,False
2015-09-25 11:00:00,10,26,31,False
2015-09-25 12:00:00,8,29,25,False
2015-09-25 13:00:00,10,28,22,False
2015-09-25 14:00:00,9,28,23,False
2015-09-25 15:00:00,9,33,17,False
2015-09-25 16:00:00,9,29,17,False
2015-09-25 17:00:00,6,31,28,False
2015-09-25 18:00:00,6,28,18,False
2015-09-25 19:00:00,7,29,19,False
2015-09-25 20:00:00,7,29,19,False
2015-09-25 21:00:00,7,35,16,False
2015-09-25 22:00:00,5,29,18,False
2015-09-25 23:00:00,5,32,19,False
2015-09-26 00:00:00,3,35,24,False
2015-09-26 01:00:00,2,33,26,False
2015-09-26 02:00:00,3,32,27,False
2015-09-26 03:00:00,3,34,26,False
2015-09-26 04:00:00,2,32,30,False
2015-09-26 05:00:00,2,34,29,False
2015-09-26 06:00:00,4,26,32,False
2015-09-26 07:00:00,4,30,28,False
2015-09-26 08:00:00,5,34,27,False
2015-09-26 09:00:00,7,32,26,False
2015-09-26 10:00:00,6,27,27,False
2015-09-26 11:00:00,6,24,27,False
2015-09-26 12:00:00,4,24,24,False
2015-09-26 13:00:00,5,28,30,False
2015-09-26 14:00:00,6,29,33,False
2015-09-26 15:00:00,5,31,53,False
2015-09-26 16:00:00,5,33,85,False
2015-09-26 17:00:00,5,33,53,False
2015-09-26 18:00:00,6,30,62,False
2015-09-26 19:00:00,5,31,83,False
2015-09-26 20:00:00,5,30,56,False
2015-09-26 21:00:00,4,27,50,False
2015-09-26 22:00:00,4,26,54,False
2015-09-26 23:00:00,3,31,72,False
2015-09-27 00:00:00,2,27,100,False
2015-09-27 01:00:00,2,33,60,False
2015-09-27 02:00:00,1,37,53,False
2015-09-27 03:00:00,2,32,39,False
2015-09-27 04:00:00,2,32,31,False
2015-09-27 05:00:00,2,34,28,False
2015-09-27 06:00:00,3,30,23,False
2015-09-27 07:00:00,3,30,27,False
2015-09-27 08:00:00,5,26,24,False
2015-09-27 09:00:00,6,25,29,False
2015-09-27 10:00:00,6,29,23,False
2015-09-27 11:00:00,6,26,24,False
2015-09-27 12:00:00,6,26,23,False
2015-09-27 13:00:00,5,27,25,False
2015-09-27 14:00:00,6,33,23,False
2015-09-27 15:00:00,6,27,17,False
2015-09-27 16:00:00,6,28,17,False
2015-09-27 17:00:00,6,28,17,False
2015-09-27 18:00:00,7,28,15,False
2015-09-27 19:00:00,7,27,15,False
2015-09-27 20:00:00,7,28,12,False
2015-09-27 21:00:00,7,27,13,False
2015-09-27 22:00:00,5,29,12,False
2015-09-27 23:00:00,5,31,16,False
2015-09-28 00:00:00,3,31,23,False
2015-09-28 00:00:00,5,50,36,False
2015-09-28 01:00:00,6,42,43,False
2015-09-28 02:00:00,4,44,56,False
2015-09-28 03:00:00,5,41,62,False
2015-09-28 04:00:00,6,44,72,False
2015-09-28 05:00:00,7,45,62,False
2015-09-28 06:00:00,10,39,58,False
2015-09-28 07:00:00,17,35,59,False
2015-09-28 08:00:00,22,38,50,False
2015-09-28 09:00:00,23,35,49,False
2015-09-28 10:00:00,22,36,43,False
2015-09-28 11:00:00,20,36,47,False
2015-09-28 12:00:00,15,35,38,False
2015-09-28 13:00:00,16,39,35,False
2015-09-28 14:00:00,16,37,33,False
2015-09-28 15:00:00,16,40,29,False
2015-09-28 16:00:00,14,43,27,False
2015-09-28 17:00:00,17,38,48,False
2015-09-28 18:00:00,13,42,30,False
2015-09-28 19:00:00,12,38,22,False
2015-09-28 20:00:00,17,44,23,False
2015-09-28 21:00:00,14,50,20,False
2015-09-28 22:00:00,11,41,24,False
2015-09-28 23:00:00,10,48,23,False
2015-09-29 00:00:00,6,53,29,False
2015-09-29 01:00:00,8,62,47,False
2015-09-29 02:00:00,4,76,47,False
2015-09-29 03:00:00,3,58,59,False
2015-09-29 04:00:00,6,52,67,False
2015-09-29 05:00:00,9,48,65,False
2015-09-29 06:00:00,12,38,59,False
2015-09-29 07:00:00,17,39,61,False
2015-09-29 08:00:00,22,36,54,False
2015-09-29 09:00:00,23,38,47,False
2015-09-29 10:00:00,26,37,42,False
2015-09-29 11:00:00,19,45,45,False
2015-09-29 12:00:00,14,40,38,False
2015-09-29 13:00:00,16,41,34,False
2015-09-29 14:00:00,18,40,33,False
2015-09-29 15:00:00,17,47,31,False
2015-09-29 16:00:00,18,41,26,False
2015-09-29 17:00:00,15,45,46,False
2015-09-29 18:00:00,13,45,38,False
2015-09-29 19:00:00,13,45,31,False
2015-09-29 20:00:00,14,43,21,False
2015-09-29 21:00:00,13,43,24,False
2015-09-29 22:00:00,13,49,29,False
2015-09-29 23:00:00,10,59,23,False
2015-09-30 00:00:00,7,48,38,False
2015-09-30 01:00:00,5,57,40,False
2015-09-30 02:00:00,6,57,53,False
2015-09-30 03:00:00,6,49,60,False
2015-09-30 04:00:00,5,50,71,False
2015-09-30 05:00:00,9,41,56,False
2015-09-30 06:00:00,11,40,57,False
2015-09-30 07:00:00,15,39,54,False
2015-09-30 08:00:00,16,33,51,False
2015-09-30 09:00:00,21,35,48,False
2015-09-30 10:00:00,25,33,43,False
2015-09-30 11:00:00,18,36,43,False
2015-09-30 12:00:00,14,38,37,False
2015-09-30 13:00:00,18,43,34,False
2015-09-30 14:00:00,19,45,30,False
2015-09-30 15:00:00,16,47,31,False
2015-09-30 16:00:00,14,45,29,False
2015-09-30 17:00:00,12,45,42,False
2015-09-30 18:00:00,14,45,27,False
2015-09-30 19:00:00,10,43,24,False
2015-09-30 20:00:00,14,49,24,False
2015-09-30 21:00:00,14,58,23,False
2015-09-30 22:00:00,11,57,28,False
2015-09-30 23:00:00,10,65,26,False
2015-10-01 00:00:00,8,100,36,False
2015-10-01 00:00:00,4,52,19,False
2015-10-01 01:00:00,3,49,23,False
2015-10-01 02:00:00,2,44,30,False
2015-10-01 03:00:00,2,50,34,False
2015-10-01 04:00:00,3,39,38,False
2015-10-01 05:00:00,5,34,36,False
2015-10-01 06:00:00,6,33,33,False
2015-10-01 07:00:00,8,26,27,False
2015-10-01 08:00:00,9,24,27,False
2015-10-01 09:00:00,10,26,23,False
2015-10-01 10:00:00,11,23,21,False
2015-10-01 11:00:00,8,25,23,False
2015-10-01 12:00:00,7,24,18,False
2015-10-01 13:00:00,8,26,18,False
2015-10-01 14:00:00,8,25,17,False
2015-10-01 15:00:00,8,28,16,False
2015-10-01 16:00:00,7,28,20,False
2015-10-01 17:00:00,7,25,29,False
2015-10-01 18:00:00,6,27,16,False
2015-10-01 19:00:00,8,29,15,False
2015-10-01 20:00:00,7,28,13,False
2015-10-01 21:00:00,7,30,12,False
2015-10-01 22:00:00,6,30,14,False
2015-10-01 23:00:00,4,32,15,False
2015-10-02 00:00:00,2,32,22,False
2015-10-02 01:00:00,3,33,23,False
2015-10-02 02:00:00,2,33,29,False
2015-10-02 03:00:00,3,30,33,False
2015-10-02 04:00:00,2,29,32,False
2015-10-02 05:00:00,3,27,32,False
2015-10-02 06:00:00,5,24,31,False
2015-10-02 07:00:00,7,23,26,False
2015-10-02 08:00:00,11,23,22,False
2015-10-02 09:00:00,11,20,20,False
2015-10-02 10:00:00,10,20,21,False
2015-10-02 11:00:00,10,24,24,False
2015-10-02 12:00:00,8,23,19,False
2015-10-02 13:00:00,8,23,16,False
2015-10-02 14:00:00,8,22,17,False
2015-10-02 15:00:00,7,26,15,False
2015-10-02 16:00:00,6,24,16,False
2015-10-02 17:00:00,4,24,20,False
2015-10-02 18:00:00,5,25,17,False
2015-10-02 19:00:00,5,26,13,False
2015-10-02 20:00:00,5,27,14,False
2015-10-02 21:00:00,5,27,13,False
2015-10-02 22:00:00,5,28,17,False
2015-10-02 23:00:00,4,27,19,False
2015-10-03 00:00:00,3,29,23,False
2015-10-03 01:00:00,2,29,27,False
2015-10-03 02:00:00,2,32,26,False
2015-10-03 03:00:00,1,35,28,False
2015-10-03 04:00:00,2,33,26,False
2015-10-03 05:00:00,4,32,25,False
2015-10-03 06:00:00,4,26,24,False
2015-10-03 07:00:00,4,26,22,False
2015-10-03 08:00:00,4,25,20,False
2015-10-03 09:00:00,6,25,21,False
2015-10-03 10:00:00,5,25,18,False
2015-10-03 11:00:00,6,27,19,False
2015-10-03 12:00:00,4,35,20,False
2015-10-03 13:00:00,5,26,27,False
2015-10-03 14:00:00,4,29,28,False
2015-10-03 15:00:00,5,29,58,False
2015-10-03 16:00:00,4,28,100,False
2015-10-03 17:00:00,4,27,56,False
2015-10-03 18:00:00,5,27,50,False
2015-10-03 19:00:00,5,27,56,False
2015-10-03 20:00:00,4,28,54,False
2015-10-03 21:00:00,4,32,34,False
2015-10-03 22:00:00,3,30,39,False
2015-10-03 23:00:00,3,35,41,False
2015-10-04 00:00:00,2,40,25,False
2015-10-04 00:00:00,4,69,43,False
2015-10-04 01:00:00,4,64,42,False
2015-10-04 02:00:00,4,69,38,False
2015-10-04 03:00:00,3,55,42,False
2015-10-04 04:00:00,3,52,40,False
2015-10-04 05:00:00,6,51,37,False
2015-10-04 06:00:00,6,47,36,False
2015-10-04 07:00:00,6,42,32,False
2015-10-04 08:00:00,9,38,35,False
2015-10-04 09:00:00,9,37,37,False
2015-10-04 10:00:00,9,38,32,False
2015-10-04 11:00:00,11,35,31,False
2015-10-04 12:00:00,8,40,33,False
